ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Month,Year,Month_Year,Age,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
4702,1964,Graduation,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,8,2012,2012-08,50,17,1895,5,3,5,53,potential_loyalists
3281,1960,PhD,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,11,2013,2013-11,54,19,411,2,4,3,24,at_risk
702,1975,2n Cycle,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,2,2013,2013-02,39,19,521,1,4,3,14,at_risk
2004,1969,Graduation,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,9,2013,2013-09,45,17,1168,2,3,4,23,at_risk
4769,1977,Master,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,6,2014,2014-06,37,23,493,3,5,3,35,loyal_customers
4437,1962,Graduation,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,4,2013,2013-04,52,12,260,2,3,3,23,at_risk
8724,1982,Graduation,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,6,2013,2013-06,32,7,46,3,1,1,31,about_to_sleep
10741,1951,Master,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,4,2013,2013-04,63,16,319,2,3,3,23,at_risk
6931,1967,Graduation,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,2,2014,2014-02,47,16,1062,5,3,4,53,potential_loyalists
11096,1952,2n Cycle,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,8,2013,2013-08,62,12,232,3,3,3,33,need_attention
304,1981,Master,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,12,2013,2013-12,33,9,76,2,2,2,22,hibernating
3665,1977,2n Cycle,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,11,2013,2013-11,37,9,54,3,2,1,32,about_to_sleep
10591,1969,Graduation,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,8,2012,2012-08,45,11,201,4,2,3,42,potential_loyalists
5036,1984,PhD,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,11,2012,2012-11,30,14,406,4,3,3,43,potential_loyalists
5547,1982,PhD,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,8,2013,2013-08,32,20,1919,5,4,5,54,champions
7822,1976,Graduation,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,6,2013,2013-06,38,20,662,3,4,4,34,loyal_customers
8541,1990,2n Cycle,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,3,2014,2014-03,24,8,41,1,2,1,12,hibernating
10955,1964,Graduation,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,1,2014,2014-01,50,14,1600,2,3,5,23,at_risk
4368,1980,Graduation,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,12,2013,2013-12,34,8,134,2,2,2,22,hibernating
9671,1968,Graduation,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,1,2014,2014-01,46,10,69,3,2,2,32,about_to_sleep
2256,1973,Master,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,3,2014,2014-03,41,6,21,4,1,1,41,promising
4279,1963,2n Cycle,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,3,2014,2014-03,51,7,54,1,1,1,11,hibernating
9240,1971,PhD,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,2,2014,2014-02,43,18,526,2,4,3,24,at_risk
9460,1963,Graduation,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,4,2013,2013-04,51,8,162,2,2,2,22,hibernating
9504,1949,Master,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,11,2013,2013-11,65,25,1008,5,5,4,55,champions
8692,1952,Graduation,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,9,2012,2012-09,62,16,240,3,3,3,33,need_attention
448,1978,PhD,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,3,2013,2013-03,36,21,795,3,4,4,34,loyal_customers
8314,1982,Graduation,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,4,2013,2013-04,32,19,1772,4,4,5,44,loyal_customers
8420,1970,2n Cycle,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,8,2013,2013-08,44,8,64,4,2,2,42,potential_loyalists
3174,1959,Graduation,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,5,2013,2013-05,55,20,1957,2,4,5,24,at_risk
7685,1978,Graduation,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,9,2013,2013-09,36,7,78,5,1,2,51,new_customers
3179,1980,Graduation,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,6,2013,2013-06,34,19,1572,2,4,5,24,at_risk
9780,1971,Master,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,6,2013,2013-06,43,26,795,5,5,4,55,champions
10681,1970,2n Cycle,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,2014,2014-01,44,26,889,5,5,4,55,champions
10232,1963,PhD,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,11,2013,2013-11,51,15,331,5,3,3,53,potential_loyalists
4184,1950,PhD,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,6,2014,2014-06,64,12,265,3,3,3,33,need_attention
9120,1962,Graduation,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,12,2012,2012-12,52,19,1065,1,4,4,14,at_risk
891,1951,Master,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,9,2013,2013-09,63,4,11,2,1,1,21,hibernating
10381,1979,Graduation,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,7,2013,2013-07,35,4,21,3,1,1,31,about_to_sleep
3525,1970,Graduation,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,12,2012,2012-12,44,4,17,5,1,1,51,new_customers
6818,1974,Graduation,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,9,2012,2012-09,40,16,369,4,3,3,43,potential_loyalists
3526,1968,PhD,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,1,2014,2014-01,46,6,38,3,1,1,31,about_to_sleep
8181,1978,2n Cycle,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,9,2013,2013-09,36,11,177,3,2,2,32,about_to_sleep
1029,1970,PhD,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,8,2013,2013-08,44,12,279,4,3,3,43,potential_loyalists
7369,1981,Master,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,10,2013,2013-10,33,7,62,3,1,2,31,about_to_sleep
2574,1977,PhD,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1,2013,2013-01,37,21,1230,4,4,5,44,loyal_customers
8159,1968,Graduation,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,4,2014,2014-04,46,11,182,5,2,2,52,potential_loyalists
1160,1970,Graduation,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,8,2013,2013-08,44,10,49,3,2,1,32,about_to_sleep
10242,1966,PhD,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,9,2013,2013-09,48,8,75,4,2,2,42,potential_loyalists
5253,1956,Master,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,7,2013,2013-07,58,16,227,1,3,3,13,at_risk
5966,1974,PhD,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,11,2012,2012-11,40,15,215,2,3,3,23,at_risk
5314,1951,Graduation,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,3,2013,2013-03,63,20,444,2,4,3,24,at_risk
5081,1967,2n Cycle,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,10,2013,2013-10,47,5,47,3,1,1,31,about_to_sleep
5123,1951,Master,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,4,2013,2013-04,63,7,143,3,1,2,31,about_to_sleep
5756,1983,Graduation,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,4,2014,2014-04,31,7,55,2,1,1,21,hibernating
8036,1971,2n Cycle,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,4,2014,2014-04,43,11,63,5,2,2,52,potential_loyalists
9058,1955,Graduation,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,9,2012,2012-09,59,22,1867,2,4,5,24,at_risk
5057,1961,Master,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,9,2013,2013-09,53,20,611,2,4,3,24,at_risk
254,1955,Graduation,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,5,2014,2014-05,59,18,473,5,4,3,54,champions
4179,1959,Graduation,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,8,2013,2013-08,55,6,55,1,1,1,11,hibernating
3710,1984,PhD,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,10,2012,2012-10,30,7,81,3,1,2,31,about_to_sleep
7627,1975,Master,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,12,2012,2012-12,39,21,2086,4,4,5,44,loyal_customers
4501,1965,Master,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,11,2013,2013-11,49,20,1478,1,4,5,14,at_risk
6424,1977,Graduation,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1,2014,2014-01,37,5,49,5,1,1,51,new_customers
3075,1972,PhD,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,9,2013,2013-09,42,15,382,3,3,3,33,need_attention
4992,1975,Master,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,9,2013,2013-09,39,9,69,5,2,2,52,potential_loyalists
5252,1969,Graduation,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,10,2012,2012-10,45,6,67,1,1,2,11,hibernating
7444,1969,Master,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,10,2013,2013-10,45,6,30,5,1,1,51,new_customers
6919,1978,2n Cycle,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,6,2013,2013-06,36,9,63,4,2,2,42,potential_loyalists
3537,1981,Graduation,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,8,2012,2012-08,33,10,79,3,2,2,32,about_to_sleep
10277,1961,Graduation,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,2,2013,2013-02,53,5,42,4,1,1,41,promising
2453,1960,Graduation,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,8,2012,2012-08,54,23,819,1,5,4,15,cant_loose
7972,1955,Graduation,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,9,2013,2013-09,59,17,1151,2,3,4,23,at_risk
895,1948,PhD,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,12,2012,2012-12,66,20,594,2,4,3,24,at_risk
1177,1966,Master,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,1,2013,2013-01,48,11,129,2,2,2,22,hibernating
7141,1986,Master,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,12,2012,2012-12,28,12,213,5,3,3,53,potential_loyalists
7232,1973,Graduation,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,2,2014,2014-02,41,7,67,1,1,2,11,hibernating
8477,1956,Graduation,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,3,2013,2013-03,58,5,28,2,1,1,21,hibernating
2457,1975,Basic,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,10,2012,2012-10,39,6,45,4,1,1,41,promising
988,1965,Graduation,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,5,2014,2014-05,49,18,1193,1,4,5,14,at_risk
7930,1969,Master,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,8,2013,2013-08,45,12,268,2,3,3,23,at_risk
4587,1944,Master,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,7,2013,2013-07,70,12,266,1,3,3,13,at_risk
6682,1973,Basic,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,12,2012,2012-12,41,5,37,3,1,1,31,about_to_sleep
6222,1967,Graduation,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,10,2013,2013-10,47,7,37,4,1,1,41,promising
10299,1969,PhD,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,11,2012,2012-11,45,25,882,2,5,4,25,cant_loose
3083,1974,Graduation,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,7,2013,2013-07,40,18,373,1,4,3,14,at_risk
8953,1965,Master,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,5,2013,2013-05,49,6,35,1,1,1,11,hibernating
1503,1976,PhD,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,6,2013,2013-06,38,1,107,4,1,2,41,promising
8650,1978,Graduation,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,3,2013,2013-03,36,5,42,4,1,1,41,promising
10862,1960,Master,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,8,2012,2012-08,54,17,326,5,3,3,53,potential_loyalists
2782,1961,PhD,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,7,2013,2013-07,53,17,404,4,3,3,43,potential_loyalists
6941,1971,Graduation,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,7,2013,2013-07,43,6,95,1,1,2,11,hibernating
10972,1949,Graduation,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,3,2014,2014-03,65,14,939,3,3,4,33,need_attention
10708,1978,2n Cycle,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,12,2013,2013-12,36,5,33,3,1,1,31,about_to_sleep
6583,1955,2n Cycle,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,6,2013,2013-06,59,21,981,3,4,4,34,loyal_customers
3641,1976,Graduation,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,1,2013,2013-01,38,7,36,1,2,1,12,hibernating
10156,1975,Graduation,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,6,2013,2013-06,39,20,1237,3,4,5,34,loyal_customers
4299,1960,Graduation,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,9,2012,2012-09,54,34,1825,4,5,5,45,loyal_customers
3469,1977,PhD,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,9,2012,2012-09,37,9,103,1,2,2,12,hibernating
5063,1977,Graduation,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,12,2012,2012-12,37,12,191,2,3,2,23,at_risk
10727,1970,PhD,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,11,2013,2013-11,44,25,1586,3,5,5,35,loyal_customers
9624,1958,PhD,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,6,2014,2014-06,56,14,963,3,3,4,33,need_attention
5156,1970,2n Cycle,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,2014,2014-01,44,26,889,5,5,4,55,champions
4376,1960,2n Cycle,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,2,2014,2014-02,54,7,93,4,2,2,42,potential_loyalists
8923,1973,Graduation,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,4,2013,2013-04,41,21,1587,5,4,5,54,champions
8461,1962,Graduation,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,2014,2014-03,52,4,16,5,1,1,51,new_customers
6945,1952,Graduation,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,6,2013,2013-06,62,32,1375,2,5,5,25,cant_loose
944,1962,Graduation,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,2013,2013-01,52,14,393,5,3,3,53,potential_loyalists
1907,1950,Master,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,9,2012,2012-09,64,26,1477,3,5,5,35,loyal_customers
701,1971,Graduation,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,11,2013,2013-11,43,18,1179,3,4,5,34,loyal_customers
3856,1960,Graduation,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,10,2012,2012-10,54,26,1005,2,5,4,25,cant_loose
4149,1948,PhD,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,5,2014,2014-05,66,21,1348,3,4,5,34,loyal_customers
2131,1959,PhD,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,12,2012,2012-12,55,23,1307,4,5,5,45,loyal_customers
2942,1964,Graduation,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,5,2013,2013-05,50,15,486,5,3,3,53,potential_loyalists
1173,1947,Master,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,3,2013,2013-03,67,13,2252,2,3,5,23,at_risk
4381,1971,PhD,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,8,2013,2013-08,43,17,235,3,3,3,33,need_attention
4611,1970,Graduation,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1,2013,2013-01,44,30,1724,4,5,5,45,loyal_customers
3376,1970,Master,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,12,2013,2013-12,44,11,235,5,2,3,52,potential_loyalists
4679,1977,Master,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,5,2014,2014-05,37,28,1092,3,5,4,35,loyal_customers
10928,1958,Graduation,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,9,2013,2013-09,56,17,599,4,3,3,43,potential_loyalists
4248,1960,Master,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2,2014,2014-02,54,19,2008,4,4,5,44,loyal_customers
6728,1985,Graduation,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,8,2012,2012-08,29,6,48,4,1,1,41,promising
6661,1974,Graduation,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,8,2012,2012-08,40,32,1174,2,5,4,25,cant_loose
4725,1950,PhD,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,4,2014,2014-04,64,7,67,2,2,2,22,hibernating
3277,1955,Graduation,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,8,2012,2012-08,59,15,365,5,3,3,53,potential_loyalists
2564,1953,Graduation,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,2014,2014-01,61,10,165,1,2,2,12,hibernating
946,1958,2n Cycle,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,9,2012,2012-09,56,11,210,1,2,3,12,hibernating
3867,1947,PhD,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,8,2013,2013-08,67,26,1095,4,5,4,45,loyal_customers
6940,1966,PhD,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,10,2013,2013-10,48,12,223,1,3,3,13,at_risk
55,1963,Graduation,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,12,2012,2012-12,51,22,597,1,4,3,14,at_risk
7093,1985,Graduation,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,11,2013,2013-11,29,4,22,2,1,1,21,hibernating
5084,1975,Graduation,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,12,2013,2013-12,39,24,1064,1,5,4,15,cant_loose
1777,1980,Basic,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,9,2012,2012-09,34,6,74,4,1,2,41,promising
8162,1956,Master,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,1,2013,2013-01,58,5,26,1,1,1,11,hibernating
10826,1959,Graduation,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,12,2012,2012-12,55,5,60,2,1,2,21,hibernating
8754,1974,PhD,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,5,2013,2013-05,40,4,20,4,1,1,41,promising
1987,1987,Basic,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,9,2013,2013-09,27,7,59,4,2,2,42,potential_loyalists
11007,1968,PhD,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,5,2013,2013-05,46,5,34,3,1,1,31,about_to_sleep
7426,1971,2n Cycle,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,11,2013,2013-11,43,12,198,2,3,2,23,at_risk
9153,1964,PhD,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,7,2013,2013-07,50,28,1048,1,5,4,15,cant_loose
10379,1962,Master,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,11,2013,2013-11,52,21,574,1,4,3,14,at_risk
9204,1970,Graduation,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,9,2012,2012-09,44,17,1029,4,3,4,43,potential_loyalists
3197,1980,Graduation,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,12,2013,2013-12,34,20,670,4,4,4,44,loyal_customers
2920,1975,PhD,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,12,2012,2012-12,39,16,990,2,3,4,23,at_risk
6961,1974,Graduation,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,5,2014,2014-05,40,4,11,4,1,1,41,promising
